"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1"
"GDM.0933","GDM.0933","F-35287","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Galena",NA,NA,18.3197,NA,15.6601,NA,38.5169,NA,0.8548,NA,2.1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",341,9.7858,4.0262,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0934","GDM.0934","F-62026","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Galena",NA,NA,18.3123,NA,15.6548,NA,38.4944,NA,0.8549,NA,2.1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",336,9.7664,4.0173,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0935","GDM.0935","F-41536","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Pb metal",NA,NA,18.3193,NA,15.6575,NA,38.5094,NA,0.8547,NA,2.1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",336,9.7755,4.0215,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0936","GDM.0936","F-41722","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Pb metal",NA,NA,18.3163,NA,15.6551,NA,38.4983,NA,0.8547,NA,2.1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",334,9.7667,4.0168,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0937","GDM.0937","F-50306","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Pb metal",NA,NA,18.3152,NA,15.6572,NA,38.5066,NA,0.8549,NA,2.1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",339,9.7753,4.0227,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0938","GDM.0938","F-11000","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Pb metal",NA,NA,18.3354,NA,15.6677,NA,38.5222,NA,0.8545,NA,2.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","RF",343,9.8123,4.0209,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0939","GDM.0939","F-11113","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Pb metal",NA,NA,18.6547,NA,15.6776,NA,38.8659,NA,0.8404,NA,2.0834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","RF",126,9.7808,3.9897,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0940","GDM.0940","F-25081","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Litharge","Litharge",NA,18.7107,NA,15.6779,NA,39.0359,NA,0.8379,NA,2.0863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",84,9.7711,4.0391,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0941","GDM.0941","F-1401","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Litharge","Litharge",NA,18.7342,NA,15.703,NA,39.0989,NA,0.8382,NA,2.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","RF",116,9.8635,4.0645,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0942","GDM.0942","F-62053","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Litharge","Litharge",NA,18.7282,NA,15.6773,NA,39.0392,NA,0.8371,NA,2.0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","RF",70,9.7655,4.029,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0943","GDM.0943","F-25089","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Litharge","Litharge",NA,18.7347,NA,15.7022,NA,39.076,NA,0.8381,NA,2.0858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","RF",114,9.8603,4.0524,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0944","GDM.0944","F-41540","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Litharge","Litharge",NA,18.7229,NA,15.6806,NA,39.0094,NA,0.8375,NA,2.0835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",80,9.7792,4.0186,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0945","GDM.0945","F-25097","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Litharge","Litharge",NA,18.7211,NA,15.6866,NA,39.0538,NA,0.8379,NA,2.0861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",94,9.8027,4.0444,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0946","GDM.0946","F-41778","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Pb metal","Pb–Cu Cupellation debris",NA,18.3569,NA,15.7098,NA,38.6462,NA,0.8558,NA,2.1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",405,9.976,4.0873,"Renzi et al., 2009","Ref.056","WWU, Münster","TIMS",NA,"Archaeological"
"GDM.0947","GDM.0947","F-41716-1","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Pb metal","Pb–Cu Cupellation debris",NA,18.3374,NA,15.6734,NA,38.543,NA,0.8547,NA,2.1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",353,9.8346,4.0327,"Renzi et al., 2009","Ref.056","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.0948","GDM.0948","F-11063","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Pb metal","Cu–Pb item",NA,18.3737,NA,15.7244,NA,38.701,NA,0.8558,NA,2.1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",419,10.0305,4.1101,"Renzi et al., 2009","Ref.056","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.0949","GDM.0949","F-31123","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Pb metal","Cu–Pb meltin waste",NA,18.3672,NA,15.7165,NA,38.6693,NA,0.8557,NA,2.1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","AF",410,10.0003,4.0949,"Renzi et al., 2009","Ref.056","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.0950","GDM.0950","F-1408","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Cu metal","Copper ingot",NA,17.9473,NA,15.5221,NA,37.8857,NA,0.8649,NA,2.1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","RF",359,9.3256,3.8871,"Renzi et al., 2009","Ref.056","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.2910","GDM.2910","F-25090","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Litharge","Litharge",NA,18.71,NA,15.6702,NA,38.9729,NA,0.83753,NA,2.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","H1",69,9.7416,4.0049,"Renzi et al.. 2009","Ref.056","WWU. Münster","TIMS",NA,"Archaeological"
"GDM.2911","GDM.2911","F-62073","Spain","Alicante","Guardamar del Segura","La Fonteta",38.10553,-0.64887,"Archaeological artefacts","Litharge","Litharge",NA,18.73,NA,15.6946,NA,39.0708,NA,0.83794,NA,2.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age","H1",103,9.8319,4.0501,"Renzi et al.. 2009","Ref.056","WWU. Münster","TIMS",NA,"Archaeological"
"GDM.0951","GDM.0951",NA,"Spain","Murcia","Cartagena","Escombreras 2 ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.719,NA,15.665,NA,38.995,NA,0.83682,NA,2.0832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo Arq. Mun.Cartagena   ","Roman","1st c.B.C.  ",52,9.7199,4.0082,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0952","GDM.0952",NA,"Spain","Murcia","Cartagena","Escombreras 2 ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.758,NA,15.703,NA,39.116,NA,0.8371,NA,2.0854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fundación portuaria Cartagena   ","Roman","1st c.B.C.  ",98,9.8589,4.0574,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0953","GDM.0953",NA,"Spain","Murcia","Cartagena","Bajo de Dentro ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.707,NA,15.662,NA,38.984,NA,0.83724,NA,2.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo Naval, Madrid (n° 1064) ","Roman","1st c.B.C. ",55,9.7106,4.0094,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0954","GDM.0954",NA,"Spain","Murcia","Cartagena","Bajo de Dentro ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.725,NA,15.658,NA,38.959,NA,0.83619,NA,2.0804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo Naval, Madrid (n° 1064) ","Roman","1st c.B.C. ",34,9.692,3.9835,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0955","GDM.0955",NA,"Spain","Murcia","Cartagena","Bajo de Dentro ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.737,NA,15.665,NA,38.996,NA,0.83605,NA,2.0812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo Naval, Madrid (n° 1 063)","Roman","1st c.B.C. ",39,9.7166,3.9969,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0956","GDM.0956",NA,"Spain","Murcia","Cartagena","Romana (Ischia) no wreck  ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.742,NA,15.672,NA,39.007,NA,0.83619,NA,2.0812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Villa Arbusto {Ischia)   ","Roman",NA,49,9.7425,4.0017,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0957","GDM.0957",NA,"Spain","Murcia","Cartagena","Mines of Huelva no wreck ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.671,NA,15.64,NA,38.872,NA,0.83766,NA,2.0819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo Provincial, Huelva   ","Roman",NA,38,9.6328,3.9683,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0958","GDM.0958",NA,"Spain","Murcia","Cartagena","Mines of Huelva no wreck ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.722,NA,15.682,NA,39.025,NA,0.83759,NA,2.0844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo Provincial, Huelva   ","Roman",NA,84,9.7848,4.0276,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0959","GDM.0959",NA,"Spain","Murcia","Cartagena","Bajo de Dentro ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.732,NA,15.671,NA,39.032,NA,0.83661,NA,2.0837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo Naval, Madrid (n° 1 062)","Roman","1st c.B.C. ",54,9.7406,4.0205,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0960","GDM.0960",NA,"Spain","Murcia","Cartagena","Bajo de Dentro ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.724,NA,15.652,NA,38.999,NA,0.83619,NA,2.0809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo Naval, Madrid (n° 1062) ","Roman","1st c.B.C. ",22,9.6692,4.0021,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0961","GDM.0961",NA,"Spain","Murcia","Cartagena","lllunula Bajo de Dentro ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.742,NA,15.68,NA,39.046,NA,0.83661,NA,2.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mus. Nac. Arq. Marit. Cartagena ","Roman","1st c.B.C.",65,9.7733,4.0243,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0962","GDM.0962",NA,"Spain","Murcia","Cartagena","La Puebla (Mallorca), no wreck  ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.716,NA,15.677,NA,39.011,NA,0.83759,NA,2.0844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo Provincial (Mallorca)   ","Roman",NA,78,9.7666,4.0227,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0963","GDM.0963",NA,"Spain","Murcia","Cartagena","Madrague de Giens ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.701,NA,15.661,NA,38.945,NA,0.83738,NA,2.0825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DFS (Giens, Var)   ","Roman","70-50 B. C.",58,9.7079,3.9933,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0964","GDM.0964",NA,"Spain","Murcia","Cartagena","Escombreras 2 ",37.606942,-0.964181,"Archaeological artefacts","Pb metal","Pb ingot",NA,18.712,NA,15.661,NA,38.924,NA,0.83696,NA,2.0802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo Arq. Mun.Cartagena   ","Roman","1st c.B.C.  ",49,9.7058,3.9755,"Trincherini et al., 2009","Ref.057","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.0965","GDM.0965","RT24n7","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Free silica slag",NA,18.21391072,NA,15.630545,NA,38.19622554,NA,0.858165236,NA,2.097090852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,364,9.6937,3.9143,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0966","GDM.0966","RT24n8","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Free silica slag",NA,18.21662105,NA,15.63385962,NA,38.20490639,NA,0.858219512,NA,2.09725537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,368,9.7063,3.9183,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0967","GDM.0967","RT24n9","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Free silica slag",NA,18.21400354,NA,15.62910879,NA,38.19034886,NA,0.858082011,NA,2.096757518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,361,9.6879,3.9105,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0968","GDM.0968","RT39","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Phoenician slag",NA,18.33401159,NA,15.64836593,NA,38.44807641,NA,0.853515656,NA,2.09709022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,308,9.7356,3.9753,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0969","GDM.0969","RT35","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Phoenician slag",NA,18.22524627,NA,15.6294613,NA,38.33034621,NA,0.857572023,NA,2.103145584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,354,9.6865,3.9794,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0970","GDM.0970","RT16","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Phoenician slag",NA,18.42200651,NA,15.65465735,NA,38.57188728,NA,0.849780253,NA,2.093794032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,255,9.7402,3.9839,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0971","GDM.0971","RT5","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Phoenician slag",NA,18.39296438,NA,15.65263168,NA,38.53143457,NA,0.851011906,NA,2.094900733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,272,9.7388,3.9814,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0972","GDM.0972","RT22","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Phoenician slag",NA,18.30472421,NA,15.64339553,NA,38.41141248,NA,0.854609736,NA,2.098442568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,321,9.7228,3.9738,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0973","GDM.0973","RT55","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Ibero-Puni",NA,18.34853181,NA,15.67693056,NA,38.53799161,NA,0.854397001,NA,2.100331078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iron Age",NA,351,9.846,4.0236,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0974","GDM.0974","RT56","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Ibero-Puni",NA,18.3397286,NA,15.66748676,NA,38.51637647,NA,0.854292182,NA,2.100160658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iron Age",NA,340,9.8104,4.0148,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0975","GDM.0975","RT84","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Republican tapped",NA,18.39184404,NA,15.65222923,NA,38.52823188,NA,0.851041864,NA,2.094854208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,272,9.7375,3.9803,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0976","GDM.0976","RT75","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Republican tapped",NA,18.19192383,NA,15.63364916,NA,38.23657728,NA,0.859373055,NA,2.101843523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,386,9.7117,3.9524,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0977","GDM.0977","RT86","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Republican tapped",NA,18.1831303,NA,15.62768283,NA,38.21894704,NA,0.859460532,NA,2.101890401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,382,9.6899,3.9467,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0978","GDM.0978","RT85","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Republican tapped",NA,18.39100612,NA,15.66193068,NA,38.55689954,NA,0.851608149,NA,2.096508439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,292,9.7761,3.9995,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0979","GDM.0979","RT74","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Republican tapped",NA,18.20286571,NA,15.62583594,NA,38.2531403,NA,0.858427249,NA,2.10148801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,363,9.6776,3.9513,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0980","GDM.0980","RT83","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Republican tapped",NA,18.20166918,NA,15.63222243,NA,38.25028202,NA,0.858834554,NA,2.101471115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,376,9.7035,3.9528,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0981","GDM.0981","RT79","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","plate",NA,18.4313963,NA,15.65408254,NA,38.57573744,NA,0.849316149,NA,2.092936249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,247,9.7359,3.9794,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0982","GDM.0982","RT82","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","plate",NA,18.4184044,NA,15.65389842,NA,38.55522513,NA,0.850254418,NA,2.094158887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,256,9.7381,3.9773,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0983","GDM.0983","RT72","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Republican tapped II",NA,18.27138282,NA,15.63902808,NA,38.34674928,NA,0.855930185,NA,2.098732738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,337,9.7134,3.96,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0984","GDM.0984","RT77","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Republican tapped II",NA,18.19253909,NA,15.63007771,NA,38.23282693,NA,0.859147678,NA,2.101566292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,379,9.6972,3.9487,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0985","GDM.0985","RT24n2","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Imperial",NA,18.26397862,NA,15.63716685,NA,38.32160681,NA,0.856175271,NA,2.098206946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,339,9.7078,3.9508,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0986","GDM.0986","RT24n3","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Imperial",NA,18.18298129,NA,15.6277083,NA,38.21534144,NA,0.859468975,NA,2.101709331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,382,9.6901,3.9449,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0987","GDM.0987","RT24n4","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Imperial",NA,18.18309588,NA,15.62664739,NA,38.20685498,NA,0.859405213,NA,2.101229364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,380,9.6858,3.9398,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
"GDM.0988","GDM.0988","RT24n5","Spain","Huelva","Rio Tinto","Corta Lago",37.689697,-6.555895,"Archaeological artefacts","Slag","Imperial",NA,18.18896504,NA,15.6300051,NA,38.21653959,NA,0.859312504,NA,2.101083789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,382,9.6978,3.9422,"Anguilano et al., 2010","Ref.058","Royal Holloway, U. London.","MC-ICPMS",NA,"Archaeological"
